State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Texas,2019-07-20,12958,2019-07-13,128199,12099046,1.06
Texas,2019-07-27,12265,2019-07-20,129557,12099046,1.07
Texas,2019-08-03,12915,2019-07-27,127475,12099046,1.05
Texas,2019-08-10,12816,2019-08-03,124234,12099046,1.03
Texas,2019-08-17,11694,2019-08-10,123607,12099046,1.02
Texas,2019-08-24,12619,2019-08-17,123914,12099046,1.02
Texas,2019-08-31,13048,2019-08-24,118901,12099046,0.98
Texas,2019-09-07,11500,2019-08-31,116035,12099046,0.96
Texas,2019-09-14,12273,2019-09-07,115892,12099046,0.96
Texas,2019-09-21,12440,2019-09-14,115497,12099046,0.95
Texas,2019-09-28,12691,2019-09-21,111924,12099046,0.93
Texas,2019-10-05,14146,2019-09-28,113493,12099046,0.94
Texas,2019-10-12,14342,2019-10-05,107905,12168097,0.89
Texas,2019-10-19,13058,2019-10-12,113394,12168097,0.93
Texas,2019-10-26,13183,2019-10-19,111596,12168097,0.92
Texas,2019-11-02,13861,2019-10-26,114549,12168097,0.94
Texas,2019-11-09,16393,2019-11-02,111391,12168097,0.92
Texas,2019-11-16,14335,2019-11-09,112751,12168097,0.93
Texas,2019-11-23,16139,2019-11-16,120254,12168097,0.99
Texas,2019-11-30,10359,2019-11-23,115092,12168097,0.95
Texas,2019-12-07,20649,2019-11-30,135760,12168097,1.12
Texas,2019-12-14,15037,2019-12-07,122185,12168097,1.00
Texas,2019-12-21,12589,2019-12-14,133899,12168097,1.10
Texas,2019-12-28,8947,2019-12-21,119380,12168097,0.98
Texas,2020-01-04,12367,2019-12-28,141473,12168097,1.16
Texas,2020-01-11,21902,2020-01-04,140768,12236594,1.15
Texas,2020-01-18,15783,2020-01-11,145126,12236594,1.19
Texas,2020-01-25,13070,2020-01-18,132656,12236594,1.08
Texas,2020-02-01,13818,2020-01-25,140826,12236594,1.15
Texas,2020-02-08,13869,2020-02-01,128666,12236594,1.05
Texas,2020-02-15,12790,2020-02-08,133475,12236594,1.09
Texas,2020-02-22,12047,2020-02-15,127275,12236594,1.04
Texas,2020-02-29,12692,2020-02-22,133247,12236594,1.09
Texas,2020-03-07,14355,2020-02-29,125252,12236594,1.02
Texas,2020-03-14,16176,2020-03-07,127905,12236594,1.05
Texas,2020-03-21,155426,2020-03-14,126427,12236594,1.03
Texas,2020-03-28,276185,2020-03-21,144697,12236594,1.18
Texas,2020-04-04,315167,2020-03-28,374656,12236594,3.06
Texas,2020-04-11,274257,2020-04-04,632470,12304547,5.14
Texas,2020-04-18,280761,2020-04-11,911923,12304547,7.41
Texas,2020-04-25,254084,2020-04-18,962122,12304547,7.82
Texas,2020-05-02,243935,2020-04-25,1133324,12304547,9.21
Texas,2020-05-09,141553,2020-05-02,1181609,12304547,9.60
Texas,2020-05-16,134065,2020-05-09,1300576,12304547,10.57
Texas,2020-05-23,127717,2020-05-16,1272557,12304547,10.34
Texas,2020-05-30,106677,2020-05-23,1401773,12304547,11.39
Texas,2020-06-06,89676,2020-05-30,1215507,12304547,9.88
Texas,2020-06-13,94723,2020-06-06,1297296,12304547,10.54
Texas,2020-06-20,89547,2020-06-13,1221813,12304547,9.93
Texas,2020-06-27,96593,2020-06-20,1301714,12304547,10.58
Texas,2020-07-04,117099,2020-06-27,1237931,12304547,10.06
Texas,2020-07-11,105516,2020-07-04,1313086,12372188,10.61
Texas,2020-07-18,87908,2020-07-11,1247269,12372188,10.08
Texas,2020-07-25,76804,2020-07-18,1338900,12372188,10.82
Texas,2020-08-01,62709,2020-07-25,1228250,12372188,9.93
Texas,2020-08-08,52304,2020-08-01,1221540,12372188,9.87
Texas,2020-08-15,61400,2020-08-08,1101708,12372188,8.90
Texas,2020-08-22,52152,2020-08-15,1091961,12372188,8.83
Texas,2020-08-29,56673,2020-08-22,1017360,12372188,8.22
Texas,2020-09-05,65291,2020-08-29,1043117,12372188,8.43
Texas,2020-09-12,49386,2020-09-05,976588,12372188,7.89
Texas,2020-09-19,48426,2020-09-12,953168,12372188,7.70
Texas,2020-09-26,41351,2020-09-19,902269,12372188,7.29
Texas,2020-10-03,42338,2020-09-26,803025,12372188,6.49
Texas,2020-10-10,44692,2020-10-03,718231,12428366,5.78
Texas,2020-10-17,45308,2020-10-10,682194,12428366,5.49
Texas,2020-10-24,35195,2020-10-17,607655,12428366,4.89
Texas,2020-10-31,37601,2020-10-24,558341,12428366,4.49
Utah,2019-01-05,1679,2018-12-29,11336,1440218,0.79
Utah,2019-01-12,1810,2019-01-05,11985,1418868,0.84
Utah,2019-01-19,1484,2019-01-12,12262,1418868,0.86
Utah,2019-01-26,1229,2019-01-19,12501,1418868,0.88
Utah,2019-02-02,1164,2019-01-26,12346,1418868,0.87
Utah,2019-02-09,1179,2019-02-02,12150,1418868,0.86
Utah,2019-02-16,1134,2019-02-09,12068,1418868,0.85
Utah,2019-02-23,1018,2019-02-16,11869,1418868,0.84
Utah,2019-03-02,946,2019-02-23,11540,1418868,0.81
Utah,2019-03-09,980,2019-03-02,11152,1418868,0.79
Utah,2019-03-16,914,2019-03-09,10758,1418868,0.76
Utah,2019-03-23,873,2019-03-16,10130,1418868,0.71
Utah,2019-03-30,855,2019-03-23,9653,1418868,0.68
Utah,2019-04-06,1026,2019-03-30,9000,1418868,0.63
Utah,2019-04-13,1364,2019-04-06,8001,1431642,0.56
Utah,2019-04-20,1103,2019-04-13,8146,1431642,0.57
Utah,2019-04-27,1006,2019-04-20,7785,1431642,0.54
Utah,2019-05-04,927,2019-04-27,7362,1431642,0.51
Utah,2019-05-11,923,2019-05-04,7084,1431642,0.49
Utah,2019-05-18,898,2019-05-11,6906,1431642,0.48
Utah,2019-05-25,1053,2019-05-18,6854,1431642,0.48
Utah,2019-06-01,918,2019-05-25,6778,1431642,0.47
Utah,2019-06-08,993,2019-06-01,6723,1431642,0.47
Utah,2019-06-15,885,2019-06-08,6653,1431642,0.46
Utah,2019-06-22,918,2019-06-15,6832,1431642,0.48
Utah,2019-06-29,957,2019-06-22,6676,1431642,0.47
Utah,2019-07-06,861,2019-06-29,6550,1431642,0.46
Utah,2019-07-13,949,2019-07-06,6712,1443356,0.47
Utah,2019-07-20,834,2019-07-13,6566,1443356,0.45
Utah,2019-07-27,758,2019-07-20,6649,1443356,0.46
Utah,2019-08-03,842,2019-07-27,6502,1443356,0.45
Utah,2019-08-10,882,2019-08-03,6489,1443356,0.45
Utah,2019-08-17,826,2019-08-10,6360,1443356,0.44
Utah,2019-08-24,850,2019-08-17,6282,1443356,0.44
Utah,2019-08-31,821,2019-08-24,5965,1443356,0.41
Utah,2019-09-07,822,2019-08-31,5897,1443356,0.41
Utah,2019-09-14,892,2019-09-07,5754,1443356,0.40
Utah,2019-09-21,856,2019-09-14,5868,1443356,0.41
Utah,2019-09-28,927,2019-09-21,5913,1443356,0.41
Utah,2019-10-05,1022,2019-09-28,5814,1443356,0.40
Utah,2019-10-12,984,2019-10-05,5779,1454279,0.40
Utah,2019-10-19,913,2019-10-12,5842,1454279,0.40
Utah,2019-10-26,1045,2019-10-19,5985,1454279,0.41
Utah,2019-11-02,1167,2019-10-26,6184,1454279,0.43
Utah,2019-11-09,1449,2019-11-02,6449,1454279,0.44
Utah,2019-11-16,1298,2019-11-09,6864,1454279,0.47
Utah,2019-11-23,1402,2019-11-16,7360,1454279,0.51
Utah,2019-11-30,1755,2019-11-23,7783,1454279,0.54
Utah,2019-12-07,2196,2019-11-30,8628,1454279,0.59
Utah,2019-12-14,1706,2019-12-07,9750,1454279,0.67
Utah,2019-12-21,1623,2019-12-14,9881,1454279,0.68
Utah,2019-12-28,1284,2019-12-21,10416,1454279,0.72
Utah,2020-01-04,1518,2019-12-28,11328,1454279,0.78
Utah,2020-01-11,1834,2020-01-04,11787,1459679,0.81
Utah,2020-01-18,1458,2020-01-11,12061,1459679,0.83
Utah,2020-01-25,1271,2020-01-18,12061,1459679,0.83
Utah,2020-02-01,1290,2020-01-25,11872,1459679,0.81
Utah,2020-02-08,1303,2020-02-01,12187,1459679,0.83
Utah,2020-02-15,1097,2020-02-08,12131,1459679,0.83
Utah,2020-02-22,1008,2020-02-15,11960,1459679,0.82
Utah,2020-02-29,885,2020-02-22,11451,1459679,0.78
Utah,2020-03-07,1015,2020-02-29,11077,1459679,0.76
Utah,2020-03-14,1305,2020-03-07,10701,1459679,0.73
Utah,2020-03-21,19690,2020-03-14,10826,1459679,0.74
Utah,2020-03-28,28532,2020-03-21,24635,1459679,1.69
Utah,2020-04-04,33040,2020-03-28,45161,1459679,3.09
Utah,2020-04-11,24515,2020-04-04,72798,1474336,4.94
Utah,2020-04-18,19649,2020-04-11,88281,1474336,5.99
Utah,2020-04-25,11738,2020-04-18,89495,1474336,6.07
Utah,2020-05-02,8992,2020-04-25,92872,1474336,6.30
Utah,2020-05-09,7076,2020-05-02,91591,1474336,6.21
Utah,2020-05-16,6228,2020-05-09,86298,1474336,5.85
Utah,2020-05-23,5405,2020-05-16,82054,1474336,5.57
Utah,2020-05-30,4948,2020-05-23,79316,1474336,5.38
Utah,2020-06-06,5382,2020-05-30,78145,1474336,5.30
Utah,2020-06-13,4803,2020-06-06,75383,1474336,5.11
Utah,2020-06-20,4915,2020-06-13,73619,1474336,4.99
Utah,2020-06-27,4965,2020-06-20,72216,1474336,4.90
Utah,2020-07-04,4802,2020-06-27,70639,1474336,4.79
Utah,2020-07-11,4792,2020-07-04,69999,1483888,4.72
Utah,2020-07-18,4483,2020-07-11,68097,1483888,4.59
Utah,2020-07-25,3709,2020-07-18,66351,1483888,4.47
Utah,2020-08-01,3098,2020-07-25,64015,1483888,4.31
Utah,2020-08-08,2881,2020-08-01,57868,1483888,3.90
Utah,2020-08-15,2983,2020-08-08,51910,1483888,3.50
Utah,2020-08-22,2980,2020-08-15,46806,1483888,3.15
Utah,2020-08-29,2587,2020-08-22,40081,1483888,2.70
Utah,2020-09-05,2593,2020-08-29,34778,1483888,2.34
Utah,2020-09-12,2283,2020-09-05,30858,1483888,2.08
Utah,2020-09-19,2545,2020-09-12,28362,1483888,1.91
Utah,2020-09-26,2460,2020-09-19,25803,1483888,1.74
Utah,2020-10-03,2575,2020-09-26,23562,1483888,1.59
Utah,2020-10-10,2726,2020-10-03,21265,1486205,1.43
Utah,2020-10-17,2490,2020-10-10,19081,1486205,1.28
Utah,2020-10-24,2371,2020-10-17,17474,1486205,1.18
Utah,2020-10-31,2360,2020-10-24,16327,1486205,1.10
Vermont,2019-01-05,699,2018-12-29,5755,302514,1.90
Vermont,2019-01-12,674,2019-01-05,5718,302240,1.89
Vermont,2019-01-19,576,2019-01-12,5485,302240,1.81
Vermont,2019-01-26,528,2019-01-19,5307,302240,1.76
Vermont,2019-02-02,692,2019-01-26,5415,302240,1.79
Vermont,2019-02-09,500,2019-02-02,5353,302240,1.77
Vermont,2019-02-16,479,2019-02-09,5384,302240,1.78
Vermont,2019-02-23,656,2019-02-16,5183,302240,1.71
Vermont,2019-03-02,845,2019-02-23,5351,302240,1.77
Vermont,2019-03-09,430,2019-03-02,5445,302240,1.80
Vermont,2019-03-16,641,2019-03-09,5219,302240,1.73
Vermont,2019-03-23,499,2019-03-16,5147,302240,1.70
Vermont,2019-03-30,397,2019-03-23,4841,302240,1.60
Vermont,2019-04-06,519,2019-03-30,4675,302240,1.55
Vermont,2019-04-13,698,2019-04-06,4381,302624,1.45
Vermont,2019-04-20,944,2019-04-13,4399,302624,1.45
Vermont,2019-04-27,663,2019-04-20,4431,302624,1.46
Vermont,2019-05-04,380,2019-04-27,3875,302624,1.28
Vermont,2019-05-11,434,2019-05-04,3289,302624,1.09
Vermont,2019-05-18,528,2019-05-11,3179,302624,1.05
Vermont,2019-05-25,430,2019-05-18,3203,302624,1.06
Vermont,2019-06-01,405,2019-05-25,3000,302624,0.99
Vermont,2019-06-08,312,2019-06-01,3101,302624,1.02
Vermont,2019-06-15,335,2019-06-08,2789,302624,0.92
Vermont,2019-06-22,837,2019-06-15,2798,302624,0.92
Vermont,2019-06-29,603,2019-06-22,3092,302624,1.02
Vermont,2019-07-06,538,2019-06-29,3210,302624,1.06
Vermont,2019-07-13,384,2019-07-06,3484,302699,1.15
Vermont,2019-07-20,262,2019-07-13,3217,302699,1.06
Vermont,2019-07-27,289,2019-07-20,3157,302699,1.04
Vermont,2019-08-03,296,2019-07-27,3115,302699,1.03
Vermont,2019-08-10,289,2019-08-03,3081,302699,1.02
Vermont,2019-08-17,321,2019-08-10,2808,302699,0.93
Vermont,2019-08-24,262,2019-08-17,2986,302699,0.99
Vermont,2019-08-31,205,2019-08-24,2563,302699,0.85
Vermont,2019-09-07,271,2019-08-31,1930,302699,0.64
Vermont,2019-09-14,240,2019-09-07,1904,302699,0.63
Vermont,2019-09-21,236,2019-09-14,1799,302699,0.59
Vermont,2019-09-28,249,2019-09-21,1820,302699,0.60
Vermont,2019-10-05,279,2019-09-28,1836,302699,0.61
Vermont,2019-10-12,308,2019-10-05,1830,303175,0.60
Vermont,2019-10-19,392,2019-10-12,1830,303175,0.60
Vermont,2019-10-26,369,2019-10-19,1975,303175,0.65
Vermont,2019-11-02,663,2019-10-26,2044,303175,0.67
Vermont,2019-11-09,636,2019-11-02,2372,303175,0.78
Vermont,2019-11-16,693,2019-11-09,2707,303175,0.89
Vermont,2019-11-23,621,2019-11-16,3092,303175,1.02
Vermont,2019-11-30,1124,2019-11-23,2976,303175,0.98
Vermont,2019-12-07,977,2019-11-30,3951,303175,1.30
Vermont,2019-12-14,539,2019-12-07,3569,303175,1.18
Vermont,2019-12-21,895,2019-12-14,3491,303175,1.15
Vermont,2019-12-28,1647,2019-12-21,3937,303175,1.30
Vermont,2020-01-04,680,2019-12-28,5417,303175,1.79
Vermont,2020-01-11,649,2020-01-04,5609,303508,1.85
Vermont,2020-01-18,755,2020-01-11,4961,303508,1.63
Vermont,2020-01-25,518,2020-01-18,4986,303508,1.64
Vermont,2020-02-01,481,2020-01-25,5006,303508,1.65
Vermont,2020-02-08,475,2020-02-01,4824,303508,1.59
Vermont,2020-02-15,543,2020-02-08,4931,303508,1.62
Vermont,2020-02-22,610,2020-02-15,4872,303508,1.61
Vermont,2020-02-29,863,2020-02-22,5039,303508,1.66
Vermont,2020-03-07,446,2020-02-29,5219,303508,1.72
Vermont,2020-03-14,659,2020-03-07,4896,303508,1.61
Vermont,2020-03-21,3784,2020-03-14,4810,303508,1.58
Vermont,2020-03-28,14633,2020-03-21,13797,303508,4.55
Vermont,2020-04-04,16474,2020-03-28,21953,303508,7.23
Vermont,2020-04-11,9662,2020-04-04,31204,303379,10.29
Vermont,2020-04-18,6598,2020-04-11,64313,303379,21.20
Vermont,2020-04-25,5117,2020-04-18,76457,303379,25.20
Vermont,2020-05-02,3875,2020-04-25,60535,303379,19.95
Vermont,2020-05-09,2913,2020-05-02,57040,303379,18.80
Vermont,2020-05-16,2199,2020-05-09,55103,303379,18.16
Vermont,2020-05-23,1552,2020-05-16,50285,303379,16.57
Vermont,2020-05-30,1465,2020-05-23,46316,303379,15.27
Vermont,2020-06-06,1650,2020-05-30,45207,303379,14.90
Vermont,2020-06-13,1859,2020-06-06,43338,303379,14.29
Vermont,2020-06-20,1389,2020-06-13,42681,303379,14.07
Vermont,2020-06-27,2163,2020-06-20,42420,303379,13.98
Vermont,2020-07-04,1876,2020-06-27,39089,303379,12.88
Vermont,2020-07-11,1830,2020-07-04,38335,303295,12.64
Vermont,2020-07-18,1637,2020-07-11,38405,303295,12.66
Vermont,2020-07-25,1519,2020-07-18,37797,303295,12.46
Vermont,2020-08-01,1260,2020-07-25,35847,303295,11.82
Vermont,2020-08-08,904,2020-08-01,31783,303295,10.48
Vermont,2020-08-15,723,2020-08-08,29962,303295,9.88
Vermont,2020-08-22,686,2020-08-15,28390,303295,9.36
Vermont,2020-08-29,749,2020-08-22,26970,303295,8.89
Vermont,2020-09-05,731,2020-08-29,25575,303295,8.43
Vermont,2020-09-12,612,2020-09-05,23961,303295,7.90
Vermont,2020-09-19,644,2020-09-12,22541,303295,7.43
Vermont,2020-09-26,601,2020-09-19,20616,303295,6.80
Vermont,2020-10-03,606,2020-09-26,17676,303295,5.83
Vermont,2020-10-10,543,2020-10-03,15460,302674,5.11
Vermont,2020-10-17,601,2020-10-10,13438,302674,4.44
Vermont,2020-10-24,706,2020-10-17,12535,302674,4.14
Vermont,2020-10-31,750,2020-10-24,11555,302674,3.82
Virgin Islands,2019-01-05,15,2018-12-29,506,34873,1.45
Virgin Islands,2019-01-12,25,2019-01-05,506,33503,1.51
Virgin Islands,2019-01-19,33,2019-01-12,624,33503,1.86
Virgin Islands,2019-01-26,32,2019-01-19,448,33503,1.34
Virgin Islands,2019-02-02,21,2019-01-26,642,33503,1.92
Virgin Islands,2019-02-09,25,2019-02-02,586,33503,1.75
Virgin Islands,2019-02-16,24,2019-02-09,630,33503,1.88
Virgin Islands,2019-02-23,16,2019-02-16,508,33503,1.52
Virgin Islands,2019-03-02,25,2019-02-23,652,33503,1.95
Virgin Islands,2019-03-09,23,2019-03-02,440,33503,1.31
Virgin Islands,2019-03-16,20,2019-03-09,546,33503,1.63
Virgin Islands,2019-03-23,24,2019-03-16,426,33503,1.27
Virgin Islands,2019-03-30,25,2019-03-23,596,33503,1.78
Virgin Islands,2019-04-06,37,2019-03-30,364,33503,1.09
Virgin Islands,2019-04-13,12,2019-04-06,536,32447,1.65
Virgin Islands,2019-04-20,12,2019-04-13,118,32446,0.36
Virgin Islands,2019-04-27,35,2019-04-20,678,32446,2.09
Virgin Islands,2019-05-04,27,2019-04-27,270,32446,0.83
Virgin Islands,2019-05-11,35,2019-05-04,400,32446,1.23
Virgin Islands,2019-05-18,31,2019-05-11,368,32446,1.13
Virgin Islands,2019-05-25,25,2019-05-18,472,32446,1.45
Virgin Islands,2019-06-01,24,2019-05-25,330,32446,1.02
Virgin Islands,2019-06-08,25,2019-06-01,376,32446,1.16
Virgin Islands,2019-06-15,29,2019-06-08,408,32446,1.26
Virgin Islands,2019-06-22,32,2019-06-15,410,32446,1.26
Virgin Islands,2019-06-29,29,2019-06-22,376,32446,1.16
Virgin Islands,2019-07-06,21,2019-06-29,348,32446,1.07
Virgin Islands,2019-07-13,43,2019-07-06,464,32552,1.43
Virgin Islands,2019-07-20,28,2019-07-13,426,32552,1.31
Virgin Islands,2019-07-27,36,2019-07-20,496,32552,1.52
Virgin Islands,2019-08-03,30,2019-07-27,386,32552,1.19
Virgin Islands,2019-08-10,39,2019-08-03,456,32552,1.40
Virgin Islands,2019-08-17,33,2019-08-10,474,32552,1.46
Virgin Islands,2019-08-24,46,2019-08-17,428,32552,1.31
Virgin Islands,2019-08-31,39,2019-08-24,452,32552,1.39
Virgin Islands,2019-09-07,29,2019-08-31,458,32552,1.41
Virgin Islands,2019-09-14,48,2019-09-07,450,32552,1.38
Virgin Islands,2019-09-21,34,2019-09-14,472,32552,1.45
Virgin Islands,2019-09-28,21,2019-09-21,474,32552,1.46
Virgin Islands,2019-10-05,52,2019-09-28,486,32552,1.49
Virgin Islands,2019-10-12,29,2019-10-05,436,33306,1.31
Virgin Islands,2019-10-19,30,2019-10-12,492,33306,1.48
Virgin Islands,2019-10-26,39,2019-10-19,482,33306,1.45
Virgin Islands,2019-11-02,35,2019-10-26,458,33306,1.38
Virgin Islands,2019-11-09,30,2019-11-02,520,33306,1.56
Virgin Islands,2019-11-16,36,2019-11-09,434,33306,1.30
Virgin Islands,2019-11-23,40,2019-11-16,474,33306,1.42
Virgin Islands,2019-11-30,22,2019-11-23,362,33306,1.09
Virgin Islands,2019-12-07,12,2019-11-30,238,33306,0.71
Virgin Islands,2019-12-14,29,2019-12-07,128,33306,0.38
Virgin Islands,2019-12-21,53,2019-12-14,678,33306,2.04
Virgin Islands,2019-12-28,17,2019-12-21,226,33306,0.68
Virgin Islands,2020-01-04,10,2019-12-28,468,33306,1.41
Virgin Islands,2020-01-11,24,2020-01-04,534,34238,1.56
Virgin Islands,2020-01-18,40,2020-01-11,562,34238,1.64
Virgin Islands,2020-01-25,44,2020-01-18,552,34238,1.61
Virgin Islands,2020-02-01,35,2020-01-25,516,34238,1.51
Virgin Islands,2020-02-08,45,2020-02-01,522,34238,1.52
Virgin Islands,2020-02-15,40,2020-02-08,508,34238,1.48
Virgin Islands,2020-02-22,55,2020-02-15,508,34238,1.48
Virgin Islands,2020-02-29,37,2020-02-22,562,34238,1.64
Virgin Islands,2020-03-07,64,2020-02-29,586,34238,1.71
Virgin Islands,2020-03-14,44,2020-03-07,592,34238,1.73
Virgin Islands,2020-03-21,123,2020-03-14,584,34238,1.71
Virgin Islands,2020-03-28,250,2020-03-21,512,34238,1.50
Virgin Islands,2020-04-04,72,2020-03-28,658,34238,1.92
Virgin Islands,2020-04-11,6,2020-04-04,776,35422,2.19
Virgin Islands,2020-04-18,13,2020-04-11,1322,35422,3.73
Virgin Islands,2020-04-25,103,2020-04-18,1468,35422,4.14
Virgin Islands,2020-05-02,45,2020-04-25,1882,35422,5.31
Virgin Islands,2020-05-09,70,2020-05-02,2812,35422,7.94
Virgin Islands,2020-05-16,66,2020-05-09,3572,35422,10.08
Virgin Islands,2020-05-23,47,2020-05-16,4534,35422,12.80
Virgin Islands,2020-05-30,32,2020-05-23,4642,35422,13.10
Virgin Islands,2020-06-06,32,2020-05-30,5564,35422,15.71
Virgin Islands,2020-06-13,53,2020-06-06,5734,35422,16.19
Virgin Islands,2020-06-20,63,2020-06-13,6294,35422,17.77
Virgin Islands,2020-06-27,57,2020-06-20,6194,35422,17.49
Virgin Islands,2020-07-04,38,2020-06-27,4638,35422,13.09
Virgin Islands,2020-07-11,70,2020-07-04,5574,36677,15.20
Virgin Islands,2020-07-18,110,2020-07-11,5330,36677,14.53
Virgin Islands,2020-07-25,48,2020-07-18,4842,36677,13.20
Virgin Islands,2020-08-01,20,2020-07-25,3518,36677,9.59
Virgin Islands,2020-08-08,41,2020-08-01,5048,36677,13.76
Virgin Islands,2020-08-15,227,2020-08-08,4710,36677,12.84
Virgin Islands,2020-08-22,193,2020-08-15,4318,36677,11.77
Virgin Islands,2020-08-29,363,2020-08-22,4618,36677,12.59
Virgin Islands,2020-09-05,327,2020-08-29,3746,36677,10.21
Virgin Islands,2020-09-12,192,2020-09-05,4130,36677,11.26
Virgin Islands,2020-09-19,309,2020-09-12,4358,36677,11.88
Virgin Islands,2020-09-26,346,2020-09-19,4440,36677,12.11
Virgin Islands,2020-10-03,255,2020-09-26,3190,36677,8.70
Virgin Islands,2020-10-10,163,2020-10-03,2438,37542,6.49
Virgin Islands,2020-10-17,133,2020-10-10,2198,37542,5.85
Virgin Islands,2020-10-24,127,2020-10-17,3586,37542,9.55
Virgin Islands,2020-10-31,101,2020-10-24,2668,37542,7.11
Virginia,2019-01-05,3229,2018-12-29,22824,3670247,0.62
Virginia,2019-01-12,4780,2019-01-05,24191,3685768,0.66
Virginia,2019-01-19,3468,2019-01-12,23631,3685768,0.64
Virginia,2019-01-26,3513,2019-01-19,23781,3685768,0.65
Virginia,2019-02-02,2896,2019-01-26,24110,3685768,0.65
Virginia,2019-02-09,2686,2019-02-02,23700,3685768,0.64
Virginia,2019-02-16,2308,2019-02-09,23511,3685768,0.64
Virginia,2019-02-23,2240,2019-02-16,22881,3685768,0.62
Virginia,2019-03-02,2140,2019-02-23,22742,3685768,0.62
Virginia,2019-03-09,2445,2019-03-02,22508,3685768,0.61
Virginia,2019-03-16,2210,2019-03-09,21927,3685768,0.59
Virginia,2019-03-23,2141,2019-03-16,21525,3685768,0.58
Virginia,2019-03-30,2074,2019-03-23,20645,3685768,0.56
Virginia,2019-04-06,2155,2019-03-30,19890,3685768,0.54
Virginia,2019-04-13,2260,2019-04-06,19164,3700081,0.52
Virginia,2019-04-20,2231,2019-04-13,18449,3700081,0.50
Virginia,2019-04-27,2062,2019-04-20,18608,3700081,0.50
Virginia,2019-05-04,2341,2019-04-27,18478,3700081,0.50
Virginia,2019-05-11,2481,2019-05-04,17804,3700081,0.48
Virginia,2019-05-18,2644,2019-05-11,18177,3700081,0.49
Virginia,2019-05-25,2568,2019-05-18,18363,3700081,0.50
Virginia,2019-06-01,2388,2019-05-25,18453,3700081,0.50
Virginia,2019-06-08,2821,2019-06-01,19079,3700081,0.52
Virginia,2019-06-15,2591,2019-06-08,19463,3700081,0.53
Virginia,2019-06-22,2450,2019-06-15,19669,3700081,0.53
Virginia,2019-06-29,2415,2019-06-22,19797,3700081,0.54
Virginia,2019-07-06,2487,2019-06-29,18970,3700081,0.51
Virginia,2019-07-13,3183,2019-07-06,20754,3711855,0.56
Virginia,2019-07-20,2453,2019-07-13,20075,3711855,0.54
Virginia,2019-07-27,2185,2019-07-20,20197,3711855,0.54
Virginia,2019-08-03,2517,2019-07-27,19788,3711855,0.53
Virginia,2019-08-10,2382,2019-08-03,19985,3711855,0.54
Virginia,2019-08-17,2237,2019-08-10,19800,3711855,0.53
Virginia,2019-08-24,2054,2019-08-17,19257,3711855,0.52
Virginia,2019-08-31,2217,2019-08-24,18264,3711855,0.49
Virginia,2019-09-07,2144,2019-08-31,17416,3711855,0.47
Virginia,2019-09-14,2236,2019-09-07,17843,3711855,0.48
Virginia,2019-09-21,2158,2019-09-14,17251,3711855,0.46
Virginia,2019-09-28,2129,2019-09-21,17140,3711855,0.46
Virginia,2019-10-05,2340,2019-09-28,16840,3711855,0.45
Virginia,2019-10-12,2455,2019-10-05,16866,3722198,0.45
Virginia,2019-10-19,2202,2019-10-12,16768,3722198,0.45
Virginia,2019-10-26,3871,2019-10-19,16889,3722198,0.45
Virginia,2019-11-02,2354,2019-10-26,17285,3722198,0.46
Virginia,2019-11-09,2671,2019-11-02,18200,3722198,0.49
Virginia,2019-11-16,2327,2019-11-09,17600,3722198,0.47
Virginia,2019-11-23,2542,2019-11-16,17541,3722198,0.47
Virginia,2019-11-30,1952,2019-11-23,16997,3722198,0.46
Virginia,2019-12-07,4284,2019-11-30,19076,3722198,0.51
Virginia,2019-12-14,3127,2019-12-07,19228,3722198,0.52
Virginia,2019-12-21,3608,2019-12-14,19437,3722198,0.52
Virginia,2019-12-28,3305,2019-12-21,19097,3722198,0.51
Virginia,2020-01-04,3188,2019-12-28,22171,3722198,0.60
Virginia,2020-01-11,3643,2020-01-04,23577,3731069,0.63
Virginia,2020-01-18,2831,2020-01-11,22218,3731069,0.60
Virginia,2020-01-25,3059,2020-01-18,21661,3731069,0.58
Virginia,2020-02-01,2575,2020-01-25,22263,3731069,0.60
Virginia,2020-02-08,3097,2020-02-01,22049,3731069,0.59
Virginia,2020-02-15,2693,2020-02-08,22481,3731069,0.60
Virginia,2020-02-22,2079,2020-02-15,22493,3731069,0.60
Virginia,2020-02-29,3267,2020-02-22,22203,3731069,0.60
Virginia,2020-03-07,2527,2020-02-29,22714,3731069,0.61
Virginia,2020-03-14,2706,2020-03-07,21336,3731069,0.57
Virginia,2020-03-21,46277,2020-03-14,21628,3731069,0.58
Virginia,2020-03-28,112497,2020-03-21,41827,3731069,1.12
Virginia,2020-04-04,147369,2020-03-28,133184,3731069,3.57
Virginia,2020-04-11,104619,2020-04-04,236791,3731069,6.35
Virginia,2020-04-18,82729,2020-04-11,297993,3739821,7.97
Virginia,2020-04-25,72488,2020-04-18,341295,3739821,9.13
Virginia,2020-05-02,59631,2020-04-25,376689,3739821,10.07
Virginia,2020-05-09,52139,2020-05-02,392673,3739821,10.50
Virginia,2020-05-16,44699,2020-05-09,403557,3739821,10.79
Virginia,2020-05-23,39242,2020-05-16,402926,3739821,10.77
Virginia,2020-05-30,31379,2020-05-23,398411,3739821,10.65
Virginia,2020-06-06,29231,2020-05-30,396056,3739821,10.59
Virginia,2020-06-13,27186,2020-06-06,386893,3739821,10.35
